,공시고유번호,상장코드,최종수정일,회사명
0,00542968, ,20170630,종로학평
0,00995054, ,20170630,이에이알제삼차유동화전문유한회사
0,00881548, ,20170630,코에프씨스틱그로쓰챔프2010의2호사모투자전문회사
0,00830766, ,20170630,스틱코리아신성장동력첨단융합사모투자전문회사
0,00955506, ,20170630,스틱세컨더리제삼호사모투자전문회사
0,00996576, ,20170630,서안바이오
0,00996080, ,20170630,제이디씨
0,00974699, ,20170630,마이샵제나
0,00982263, ,20170630,경기광업
0,00472571, ,20170630,케이에프엔티
0,00952004, ,20170630,색동이제십이차유동화전문유한회사
0,00983989, ,20170630,두산캐피탈제사차유동화전문유한회사
0,00260107, ,20170630,신원회계법인
0,00989965, ,20170630,파트라시스템
0,00846059, ,20170630,예나래저축은행
0,00940160, ,20170630,대진어업
0,00896391, ,20170630,게일인터내셔널코리아
0,00121251,028090,20170630,네오퍼플
0,00606132, ,20170630,부원회계법인
0,00926638, ,20170630,에이씨아이케미칼아시아
0,00433271, ,20170630,코오롱씨앤씨
0,00858258, ,20170630,회계법인바른
0,00992020, ,20170630,무지개렌트카
0,00777120, ,20170630,엠케이비앤에프
0,00995656, ,20170630,위씨티유동화전문유한회사
0,00995665, ,20170630,케이오에이치제일차유동화전문유한회사
0,00995674, ,20170630,"PineBridgeAsiaPartnersII,L.P."
0,00956161, ,20170630,리차드텍
0,00488606, ,20170630,엔씨씨골프클럽
0,00971513, ,20170630,청노루
0,00572525, ,20170630,한백산업개발
0,00679004, ,20170630,아이에프이지개발
0,00632234, ,20170630,프린스디씨엠
0,00662916, ,20170630,현양
0,00941707, ,20170630,이아스물류
0,00838388, ,20170630,토탈메디칼
0,00573463, ,20170630,금보디앤씨
0,00672746, ,20170630,청광엠디
0,00928335, ,20170630,찬구화학
0,00572738, ,20170630,광명주택개발
0,00963888, ,20170630,청운종합건설
0,00874636, ,20170630,극동씨앤디
0,00922933, ,20170630,한국마그네스
0,00972664, ,20170630,다물코바
0,00629559, ,20170630,우리들헬스케어
0,00799520, ,20170630,한국연합복권
0,00579634, ,20170630,엠에이치에셋
0,00665649, ,20170630,뉴코씨티건설
0,00867131, ,20170630,뷰쎌
0,00998848, ,20170630,프라임씨엔디
0,00991207, ,20170630,씨엠지초록별
0,00928991, ,20170630,에이치디산업개발
0,00982661, ,20170630,동신에코텍
0,00782405, ,20170630,캠코밸류리크리에이션제육차유동화전문유한회사
0,00960085, ,20170630,연합충무
0,00982643, ,20170630,믿음
0,00982421, ,20170630,글리코해태
0,01003916, ,20170630,DenverInvestments
0,00953094, ,20170630,폴라리스엠넷
0,00792147, ,20170630,농업회사법인새만금팜
0,00360869, ,20170630,아이큐브
0,00833392, ,20170630,신보뉴챌린지2010제4차유동화전문유한회사
0,00979649, ,20170630,에프엔중동3유동화전문유한회사
0,00952156, ,20170630,엘에이치마이홈오차유동화전문유한회사
0,00829353, ,20170630,케이엘씨제이차유동화전문유한회사
0,00976712, ,20170630,지에이치씨
0,00983402, ,20170630,축원건설
0,01006630, ,20170630,미라클제오차
0,01006676, ,20170630,동천개발제이차
0,00864435, ,20170630,리원트랙
0,00920397, ,20170630,웰트라
0,00210546, ,20170630,영진인프라콘
0,00939890, ,20170630,세스코
0,00987912, ,20170630,서진아이앤디
0,00570439, ,20170630,동양비젼
0,00510686, ,20170630,다듬종합건설
0,01026290, ,20170630,조흥포장
0,00972354, ,20170630,신한디앤씨
0,00924232, ,20170630,천일석유
0,00402679, ,20170630,신화오플라
0,00491099, ,20170630,춘강물산
0,00535995, ,20170630,모스산업
0,00862233, ,20170630,아토웨이브
0,00648572, ,20170630,신세기에스에프에스
0,00569938, ,20170630,오일기업
0,00972734, ,20170630,에이텍(ATEC)
0,00674726, ,20170630,한성팜
0,00392549, ,20170630,에디슨
0,00678607, ,20170630,대보팍스
0,00486857, ,20170630,한언
0,00815819, ,20170630,옥승이엔씨
0,00987550, ,20170630,동참
0,01010891, ,20170630,세정아이앤씨
0,00503349, ,20170630,우리인베스트먼트
0,00673897, ,20170630,다솔
0,01025769, ,20170630,송둘라모터스
0,01022009, ,20170630,엠에스씨플렉스
0,00789824, ,20170630,몰트홀딩
0,00606266, ,20170630,씨제이헬로비전신라방송
0,00784281, ,20170630,월드테크
0,00804266, ,20170630,욱일정밀
0,00767150, ,20170630,제이케이케이중공업
0,00972725, ,20170630,태경중공업
0,00983545, ,20170630,우성테크
0,00584326, ,20170630,한국카스코
0,00768788, ,20170630,우림테크노
0,00787914, ,20170630,기흥개발
0,00835992, ,20170630,대현중공업
0,00871675, ,20170630,제너렉스
0,00968096, ,20170630,렌더텍
0,00658296, ,20170630,케이디씨
0,00966946, ,20170630,지오
0,00914527, ,20170630,제이엔피
0,01016789, ,20170630,세운정공
0,00961163, ,20170630,성보철강
0,01014143, ,20170630,유베스트제삼차유동화전문유한회사
0,00892669, ,20170630,용암산업개발
0,01030725, ,20170630,한국메탈
0,01029181, ,20170630,비디홀딩스
0,00840310, ,20170630,동해중공업
0,00667106, ,20170630,우진시스템
0,00769875, ,20170630,아이온에프앤지
0,00443348, ,20170630,유디아
0,00983846, ,20170630,앨로이에이앤지제삼차
0,01025361, ,20170630,데이드림건설
0,01026351, ,20170630,페이뱅크
0,00453211, ,20170630,프러스상사
0,00610232, ,20170630,신안중공업
0,00451745, ,20170630,삼양산업
0,00834124, ,20170630,청암파이프
0,00872823, ,20170630,신영
0,01014189, ,20170630,강원엔티에스
0,00958965, ,20170630,버금시스템
0,00148319, ,20170630,제일도기
0,01015179, ,20170630,게임마케팅앤비즈니스
0,00938448, ,20170630,지플러스
0,01022018, ,20170630,행복도시3상가개발
0,00521798, ,20170630,대명화학
0,01022911, ,20170630,성진스틸
0,00973335, ,20170630,보노베스트제일차
0,00871727, ,20170630,제로쿨투어
0,00454195, ,20170630,우림건설산업
0,00621830, ,20170630,화인멀티기획
0,01014754, ,20170630,지오에프에셋
0,00779757, ,20170630,우리에프앤아이제십삼차유동화전문유한회사
0,00587572, ,20170630,블루홀딩스
0,00877934, ,20170630,진양기계제작소
0,00674559, ,20170630,삼정디씨피
0,00619288, ,20170630,강현건설
0,01022665, ,20170630,두암주택
0,00570217, ,20170630,여명
0,00988081, ,20170630,현보
0,00576895, ,20170630,우림이비즈
0,00689348, ,20170630,월드인더스트리
0,00578820, ,20170630,트럼프코리아상암
0,00924001, ,20170630,모아
0,00971160, ,20170630,후론티어
0,00984687, ,20170630,보고인터내셔날아이엔씨
0,00826161, ,20170630,우리에프앤아이제십육차유동화전문유한회사
0,00617794, ,20170630,대신알앤디
0,00939544, ,20170630,지원네트웍스
0,01032060, ,20170630,교육혁명
0,00648086, ,20170630,나농
0,00112226, ,20170630,대일씨앤아이
0,00564793, ,20170630,유니푸로스해운
0,00491886, ,20170630,리다산업
0,01017441, ,20170630,에치알인베스트먼트
0,01017432, ,20170630,와이앤인베스트먼트
0,00893792, ,20170630,파치먼트
0,00487874, ,20170630,미래산업
0,00924746, ,20170630,캠코글로벌31호선박투자회사
0,00866840, ,20170630,JS중공업
0,00924755, ,20170630,캠코글로벌33호선박투자회사
0,00785679, ,20170630,삼우에프엠씨
0,00549129, ,20170630,삼원기연
0,00298386, ,20170630,도시와사람
0,00993320, ,20170630,인베스트독산캐슬제일차
0,00679068, ,20170630,썬샤인에너지
0,00997274, ,20170630,뉴캐슬독산제일차
0,00959900, ,20170630,한서씨앤에프
0,00626561, ,20170630,엘아이지엔설팅
0,00183279, ,20170630,안국석유산업
0,01079928, ,20170630,푸맥스
0,01019430, ,20170630,세진기업
0,00637901, ,20170630,농업회사법인고창황토배기유통
0,00832162, ,20170630,골드스미스
0,01041059, ,20170630,엠피
0,01046841, ,20170630,옥터스인베스트먼트파트너스
0,01076912, ,20170630,포커스옵텍
0,00499620, ,20170630,엠에너지
0,00812131, ,20170630,태백
0,01053391, ,20170630,에이피제3에이유동화전문유한회사
0,00993393, ,20170630,아일랜드제이차
0,01007000, ,20170630,아이비프라하제일차
0,01034527, ,20170630,아이파크마리나
0,00873549, ,20170630,다임홀딩스
0,01035711, ,20170630,엠에스팀엔터테인먼트
0,01044348, ,20170630,케이디메카텍
0,01044366, ,20170630,신한카드이천십사의이유동화전문유한회사
0,01042614, ,20170630,외환미래에셋제이차유동화전문유한회사
0,00927938, ,20170630,화진철강
0,01078150, ,20170630,소희통상
0,01045888, ,20170630,온포스
0,01044445, ,20170630,이너스건설
0,01044250, ,20170630,윌리스코리아손해보험중개
0,00917117, ,20170630,우성진공기술
0,01007116, ,20170630,아이비프라하제삼차
0,00814014, ,20170630,금평수산
0,00772718, ,20170630,샨다게임즈코리안인베스트먼트리미티드
0,00939562, ,20170630,광화전선
0,01045435, ,20170630,아마란타스
0,01044852, ,20170630,표준정보기술
0,01045073, ,20170630,브이플렉스
0,01046443, ,20170630,막시모피티이엘티디
0,00939757, ,20170630,아젤리아제일차
0,01044418, ,20170630,MarketfieldAssetManagementLLC
0,01043659, ,20170630,썬에이엠씨
0,01069426, ,20170630,에이치엘프로젝트
0,00501697, ,20170630,고일기업
0,01006728, ,20170630,뉴김포캐슬제이차
0,00599373, ,20170630,한진에너지
0,00428774, ,20170630,글로벌금한제9차유동화전문유한회사
0,00442969, ,20170630,두일냉장
0,00453822, ,20170630,아크피디지코리아
0,00662554, ,20170630,동북산업양행
0,00303004, ,20170630,씨앤씨캐피탈
0,00881274, ,20170630,오페산업
0,00858513, ,20170630,에스엘앤씨
0,00862668, ,20170630,피지엠글로벌홀딩스
0,00488484, ,20170630,용호건설
0,00624332, ,20170630,아트티앤에스
0,00448699, ,20170630,삼지
0,00692111, ,20170630,환경자원개발
0,00846998, ,20170630,도시바테크코리아
0,00935520, ,20170630,한원
0,00939359, ,20170630,화성토건
0,00928797, ,20170630,성동종합건설
0,00197227, ,20170630,효동건설
0,00173324,019120,20170630,경윤하이드로에너지
0,00674948, ,20170630,서보디앤씨
0,00665278, ,20170630,지장
0,00838829, ,20170630,에스엠피오티
0,00535074, ,20170630,에스비인터랙티브
0,00820042, ,20170630,일광태양광발전소
0,00543417, ,20170630,대등공영
0,00570022, ,20170630,마코르
0,00954941, ,20170630,아이지엠홀딩스
0,00121729,004010,20170630,롯데미도파
0,00942344, ,20170630,미주씨앤디
0,00515113, ,20170630,넥센산기
0,00447113, ,20170630,씨.에스에프
0,00666295, ,20170630,천도
0,00808226,124050,20170630,한화에스브이명장제1호기업인수목적
0,00952624, ,20170630,에이치에스안산
0,00456519, ,20170630,성동산업
0,00766391, ,20170630,엘에이엠산업개발
0,00938730, ,20170630,세일정유
0,00651202, ,20170630,바이오매스피씨비
0,00227519, ,20170630,한솔페이퍼유통
0,00859114, ,20170630,퍼스텍월드
0,00931773, ,20170630,유아이제육차유동화전문유한회사
0,00965576, ,20170630,오프라임
0,00185620, ,20170630,삼윤상사
0,00302537, ,20170630,동건해운
0,00944591, ,20170630,지앤이페이퍼텍
0,00886312, ,20170630,에이원포에버
0,00947817, ,20170630,지에프파트너스
0,00162577,019260,20170630,셀텍
0,00812229,123910,20170630,에스비아이앤솔로몬드림기업인수목적
0,00880141, ,20170630,청라씨씨제이차
0,00877350, ,20170630,알피니스트
0,00154134, ,20170630,태주
0,00877998, ,20170630,크레딧투어제십오차
0,00943787, ,20170630,오산에프앤씨제이차
0,00635860, ,20170630,하이엔에이치
0,00785758, ,20170630,이제이씨엠
0,00614283, ,20170630,유상건설
0,00944467, ,20170630,울산북구시민햇빛발전
0,00862987, ,20170630,베어링이머징마켓엄브렐라펀드
0,00859992, ,20170630,베어링글로벌엄브렐라펀드
0,00854599, ,20170630,베어링인터내셔널엄브렐라펀드
0,00755544, ,20170630,우리에이치비제일차유동화전문유한회사
0,00643850, ,20170630,우리에프앤아이제육차유동화전문유한회사
0,00620114, ,20170630,코리아오토밸리오퍼레이션
0,00424167, ,20170630,케이이씨디바이스
0,00918231, ,20170630,대영산업
0,00354187, ,20170630,가야약품
0,00660051, ,20170630,첨단테크노밸리관리공단
0,00917153, ,20170630,태성스틸
0,00604453, ,20170630,아이케이스틸
0,01002838, ,20170630,유플러스엘티이제십삼차유동화전문유한회사
0,00470254, ,20170630,한울정보기술
0,00958433, ,20170630,신보2013제4차유동화전문유한회사
0,01003350, ,20170630,지앤엠에스테이트
0,00884420, ,20170630,지밸리비즈플라자자산관리
0,01005419, ,20170630,와이즈모바일제구차유동화전문유한회사
0,01005428, ,20170630,에이스오토인베스트제이십오차유동화전문
0,00906166, ,20170630,시유
0,00806431, ,20170630,엔에이치코오롱그린1호사모투자전문회사
0,01005473, ,20170630,칼제십일차비이유동화전문유한회사
0,00857754, ,20170630,리본게임즈
0,00990226, ,20170630,한길에너지
0,00989831, ,20170630,한국산업개발
0,00940948, ,20170630,한남더힐제삼차
0,00859716, ,20170630,대성아트센터
0,00372402, ,20170630,셀빅개발
0,00863339, ,20170630,대성홀딩스
0,00926319, ,20170630,북한산피에프브이
0,00998732, ,20170630,PYRAMISGROUPTRUSTFOREMPLOYEEBENEFITPLANS
0,00813398, ,20170630,엑스메텍
0,00864152, ,20170630,나우회계법인
0,00997742, ,20170630,슈니발렌코리아
0,00259703, ,20170630,대한주택보증
0,00686208, ,20170630,이에이피지홀딩스1
0,01005224, ,20170630,코에프씨글로벌헬스케어제1호사모투자전문회사
0,00437028, ,20170630,대성
0,00607098, ,20170630,나우필
0,00994107, ,20170630,코에프씨하나동부프런티어챔프2010의6호사모투자전문회사
0,00994116, ,20170630,티알에스투자자문
0,00924092, ,20170630,에이스테크시스템
0,00976943, ,20170630,원창공업
0,00977067, ,20170630,바로크주방가구
0,00977164, ,20170630,PELLOSA
0,00977173, ,20170630,디이로지스
0,00977191, ,20170630,신텍이엔씨
0,00960739, ,20170630,가이아영제이차
0,00670012, ,20170630,청야해운
0,00818904, ,20170630,인베스트블랙
0,00922359, ,20170630,남양산업
0,00819499, ,20170630,인베스트레드
0,00930525, ,20170630,에이엘팔레트
0,00661722, ,20170630,에스피원
0,00177719, ,20170630,부강산업개발
0,00868592, ,20170630,지벤지단
0,00572446, ,20170630,웰빙디앤씨
0,00807564, ,20170630,이야소프트
0,00976110, ,20170630,센트럴넷
0,00951458, ,20170630,피앤케이산업개발
0,00894083, ,20170630,비비임대
0,00982564, ,20170630,인포아이알
0,00877208, ,20170630,넥스트엔터테인먼트월드
0,00671181, ,20170630,에스엘디
0,00863162, ,20170630,스마트에이원
0,00989868, ,20170630,뉴상도타운제이차
0,00884846, ,20170630,니모엠앤알
0,00887269, ,20170630,이지케이파트너스
0,00617961, ,20170630,셀레네
0,00451523, ,20170630,한솔공영
0,00963125, ,20170630,삼진강구
0,00478113, ,20170630,한미회계법인
0,00995814, ,20170630,유더블유제구차유동화전문유한회사
0,00916297, ,20170630,명신
0,00487315, ,20170630,동연산업
0,00536213, ,20170630,킹스웨이해운
0,00975528, ,20170630,랜드마크아이앤디
0,00484211, ,20170630,리드웨이건설
0,00623573, ,20170630,리드웨이
0,00973593, ,20170630,닐슨코리아
0,00864709, ,20170630,세븐스트럭쳐
0,00926133, ,20170630,에이치비자산관리
0,00257723, ,20170630,소모농산
0,00486334, ,20170630,낙원건설
0,00983475, ,20170630,아세아물산
0,00983457, ,20170630,피코
0,00351153,056810,20170630,위다스
0,00987648, ,20170630,세미철강
0,00987684, ,20170630,제일산기
0,00872090, ,20170630,진로양조
0,00488013, ,20170630,대현테크노월드
0,00972789, ,20170630,코로신대부
0,00820705, ,20170630,에바텍
0,00938572, ,20170630,유스테크
0,00972451, ,20170630,한스웰
0,00889540, ,20170630,칼제칠차유동화전문유한회사
0,00891156, ,20170630,정동종합철강
0,00687012, ,20170630,이스타에프앤피
0,00983679, ,20170630,대덕식품
0,00953739, ,20170630,아이비케이에스케이에스중소중견글로벌투자파트너쉽사모투자전문회사
0,00260028, ,20170630,소프트브리지
0,00881414, ,20170630,2011신보뉴챌린지건설제2호유동화전문유한회사
0,00896744, ,20170630,생각대로티제십차유동화전문유한회사
0,00596516, ,20170630,트레져씨티유동화전문유한회사
0,00890014, ,20170630,유플러스엘티이제일차유동화전문유한회사
0,00909145, ,20170630,생각대로티제십이차유동화전문유한회사
0,00977216, ,20170630,2013기보제일차유동화전문유한회사
0,00909640, ,20170630,신보2012제1차유동화전문유한회사
0,00934266, ,20170630,플랜업복현유동화전문유한회사
0,00931205, ,20170630,신보2012제5차유동화전문유한회사
0,01008869, ,20170630,토지주택2014제1차유동화전문유한회사
0,00591025, ,20170630,부산센텀프로젝트
0,00660495, ,20170630,엘지엠호이스트
0,00500245, ,20170630,가하이엠씨
0,00566038, ,20170630,디엔에스피엠씨
0,00865090, ,20170630,삼우회계법인
0,00779395, ,20170630,케이아이비보험중개
0,00173759, ,20170630,토마토저축은행
0,00806413, ,20170630,미래에셋대부
0,00982874, ,20170630,동우금속
0,00892933, ,20170630,세울
0,00869102, ,20170630,한벽씨앤씨
0,00972840, ,20170630,에이티
0,00512949, ,20170630,삼양웰푸드
0,00986968, ,20170630,미래시스템
0,00126885,008080,20170630,에스와이코퍼레이션
0,01005677, ,20170630,칼제십일차씨이유동화전문유한회사
0,00862783, ,20170630,농업회사법인파주영농
0,00971665, ,20170630,엠디엔씨
0,00662721, ,20170630,디케이엑스
0,00784449, ,20170630,동림양말
0,01002236, ,20170630,펀앤펀홀딩스
0,00677705, ,20170630,솔라플러스
0,00494209, ,20170630,삼웅건설
0,01010916, ,20170630,정현회계법인
0,00793836, ,20170630,디에스아이티위너스
0,00807713, ,20170630,대양에이엠씨
0,00607380, ,20170630,미래한남피에프브이
0,00592440, ,20170630,피치밸브
0,00919498, ,20170630,인그린
0,00915164, ,20170630,주)골드엠플러스
0,00877952, ,20170630,우신엠티
0,00936556, ,20170630,넥스텝디앤씨
0,00940319, ,20170630,고덕이주주택
0,01022151, ,20170630,삼정강재
0,00957267, ,20170630,포라시아
0,00813103, ,20170630,디비에스크루즈훼리
0,00526377, ,20170630,신세계에스브이엔
0,00808800, ,20170630,삼일폴리머
0,00764092, ,20170630,한별스틸
0,00973168, ,20170630,영화산업전기
0,00937874, ,20170630,동방에스메딕
0,00804859, ,20170630,디엠티
0,00494500, ,20170630,사조인티그레이션
0,00912617, ,20170630,지엠아이이
0,00954066, ,20170630,천지양
0,00454575, ,20170630,코원메탈
0,00251941, ,20170630,예담
0,00233592, ,20170630,천연기업
0,00448015, ,20170630,제일피알
0,00805098, ,20170630,하이로이앤피
0,00769592, ,20170630,한국테크노
0,00972877, ,20170630,유엔빌리지에스피씨
0,00311076, ,20170630,한산기연
0,00605957, ,20170630,오리엔탈무역
0,00872425, ,20170630,네오싸이언
0,00922182, ,20170630,ROADMAP
0,00893525, ,20170630,무한홀딩스
0,00918444, ,20170630,카카오
0,00416609, ,20170630,도시비젼
0,00925666, ,20170630,에이치에이코리아
0,00609847, ,20170630,태성전자통신
0,00765152, ,20170630,초심공업
0,01021295, ,20170630,코리아라이팅
0,00112891, ,20170630,경인정밀
0,00816225, ,20170630,이노메드
0,00977599, ,20170630,보람리치
0,00444897, ,20170630,쉬핑랜드
0,00672719, ,20170630,안정개발
0,00922775, ,20170630,씨에치오리미티드
0,00962214, ,20170630,마미로봇
0,00914013, ,20170630,라페스포츠
0,00862792, ,20170630,성일아스콘
0,00201025, ,20170630,경일염직
0,00877749, ,20170630,제성코리아
0,00608024, ,20170630,세양메디칼
0,00984854, ,20170630,가우
0,00495934, ,20170630,유신이엔씨
0,01028094, ,20170630,신대한로지스틱
0,00987426, ,20170630,영성플랜트
0,00143961, ,20170630,원창물산
0,00442978, ,20170630,네비엔
0,00920908, ,20170630,삼지강업
0,00969660, ,20170630,승승씨앤디
0,00769185, ,20170630,KRGSOFT
0,00974352, ,20170630,플러스원제일차
0,00563590, ,20170630,키사
0,00608893, ,20170630,레비아텍
0,00380474, ,20170630,그린스타
0,00922155, ,20170630,청하도시개발
0,00912024, ,20170630,엠와이티
0,01028359, ,20170630,세성
0,01018158, ,20170630,유일건영
0,00975175, ,20170630,드레써코리아
0,01015489, ,20170630,경영
0,00615307, ,20170630,엠에스비
0,00963772, ,20170630,지앤피
0,00520443, ,20170630,신원종합건설
0,00657437, ,20170630,유니온앤이씨
0,00625632, ,20170630,모던시티
0,00659860, ,20170630,신성화인스틸
0,00830456, ,20170630,콜마비앤에이치
0,00678139, ,20170630,미건종합건설
0,00867025, ,20170630,대명리조트
0,00933540, ,20170630,골든제이드제일차
0,01027457, ,20170630,와이즈파트너스
0,00772000, ,20170630,로터스상선
0,01029534, ,20170630,명신화섬
0,00962551, ,20170630,웨스트비치팜리조트
0,00482684, ,20170630,경화토건
0,00989530, ,20170630,루첸리인터내셔널
0,01011492, ,20170630,이룸산업
0,00863241, ,20170630,성원특수강
0,00489395, ,20170630,세진메이저
0,01031803, ,20170630,이에이케이제이차유동화전문유한회사
0,01031821, ,20170630,동북아45호선박투자회사
0,00939571, ,20170630,케이씨환경건설
0,00508238, ,20170630,두산제이부동산유동화전문유한회사
0,00858090, ,20170630,우리이에이제10차유동화전문유한회사
0,00844264, ,20170630,에이플러스디
0,00681124, ,20170630,우리에스비제십차유동화전문유한회사
0,00687641, ,20170630,우리에스비제십일차유동화전문유한회사
0,00693493, ,20170630,우리에스비제십이차유동화전문유한회사
0,01031256, ,20170630,한림이앤씨
0,00679077, ,20170630,캐스케이드코리아
0,00906795, ,20170630,엔앤티
0,01042234, ,20170630,더슈퍼클래스젯
0,01070981, ,20170630,신보2015제3차유동화전문유한회사
0,01070990, ,20170630,신보2015제2차유동화전문유한회사
0,01063909, ,20170630,한진리시버블제이차유동화전문유한회사
0,00774044, ,20170630,다스법률비용보험
0,01041420, ,20170630,카스코철강
0,01071209, ,20170630,달라이스트브릿지인베스트먼트컴퍼니
0,01071218, ,20170630,이스트브릿지아시안미드마켓오퍼튜니티펀드엘피
0,00939146, ,20170630,안양오비즈타워
0,01037481, ,20170630,한림종합건설
0,00946836, ,20170630,네추럴피드
0,00642204, ,20170630,부산신대연하늘채유동화전문유한회사
0,00435428, ,20170630,대양스텐레스
0,01009266, ,20170630,에프엑스제일차
0,01010952, ,20170630,유신코리아
0,00990402, ,20170630,케이에스피대전
0,01080535, ,20170630,에스모아제삼십일차유동화전문유한회사
0,00428783, ,20170630,글로벌카노제10차유동화전문유한회사
0,00457262, ,20170630,글로벌외환제십사차유동화전문유한회사
0,01052666, ,20170630,엔에이치에프제3호에이공공임대유동화전문유한회사
0,00264741,042820,20170630,어울림네트웍스
0,00763428, ,20170630,비젼.인.텍
0,00932471, ,20170630,다물제칠호유동화전문유한회사
0,01068180, ,20170630,상생방송
0,01046267, ,20170630,프리비아제오차유동화전문유한회사
0,01046276, ,20170630,에스모아제이십사차유동화전문유한회사
0,01046142, ,20170630,무림캐피탈제삼차유동화
0,00921989, ,20170630,에이취비에스케이
0,00964063, ,20170630,지에스엘
0,00819709, ,20170630,굿모닝캐피탈
0,01012181, ,20170630,메리티지대부
0,00696773, ,20170630,엔엠씨
0,00866123, ,20170630,칸도인베스트
0,01075898, ,20170630,GovernmentofthestateofKuwait
0,00621098, ,20170630,명진기계
0,01046489, ,20170630,티에스트레일러
0,00926203, ,20170630,이라소재
0,00366854, ,20170630,진천건설
0,00891147, ,20170630,우성냉장
0,00768399, ,20170630,두진강업
0,00670827, ,20170630,티케이에스
0,00785378, ,20170630,미디어프린텍
0,00935432, ,20170630,에이치와이첨단제일차
0,00940373, ,20170630,세창이엔씨
0,00170123, ,20170630,신라상호저축은행
0,00958673, ,20170630,이엘티
0,00486732, ,20170630,제모피아쥬얼리
0,00266989,038120,20170630,에이디모터스
0,00564571, ,20170630,동화사
0,00928751, ,20170630,아이티씨에스남부
0,00656313, ,20170630,인성월드
0,00174235, ,20170630,크라운베이커리
0,00577104, ,20170630,우성기업
0,00932523, ,20170630,리소스뱅크
0,00932435, ,20170630,제이엠씨글라스
0,00939881, ,20170630,농민유통
0,00939960, ,20170630,월드금속
0,00760500, ,20170630,현대캐피탈아메리카
0,00784810, ,20170630,유니온씨엠
0,00454955, ,20170630,프리머스시네마
0,00666222, ,20170630,제일전선
0,00654430, ,20170630,경용중공업
0,00834683, ,20170630,케이디프랜지
0,00670155, ,20170630,광림토건
0,00928098, ,20170630,화명캐슬제삼차
0,00610269, ,20170630,에이엔에이치인터내셔날
0,00343659, ,20170630,데이타게이트코리아
0,00876263, ,20170630,바이오펫협동화단지
0,00960517, ,20170630,매일통상
0,00793003, ,20170630,유니퀀텀홀딩스
0,00937175, ,20170630,케이에스케이
0,00522548, ,20170630,아이러브시네마
0,00607672, ,20170630,에이어드건설
0,00965965, ,20170630,월드켐코퍼레이션
0,00768140, ,20170630,우창카스
0,00411279, ,20170630,하우스뱅크
0,00971063, ,20170630,용진캐스텍
0,00641287, ,20170630,더리즈
0,00820158, ,20170630,케이티씨
0,00260693,037240,20170630,평안물산
0,00870658, ,20170630,동원랜드상가투
0,00680851, ,20170630,유뎀
0,00811390, ,20170630,의성메탈
0,00653635, ,20170630,한미기초개발
0,00921484, ,20170630,티에스홀딩스
0,00894968, ,20170630,하나마루
0,00940656, ,20170630,선공
0,00941239, ,20170630,오픈타이드차이나
0,00568771, ,20170630,성원종합기계
0,00963897, ,20170630,동의산업
0,00930905, ,20170630,아렐
0,00819718, ,20170630,아니베
0,00860013, ,20170630,케이에이치디컨설팅
0,00893288, ,20170630,송월개발
0,00835655, ,20170630,머스트원캐피탈대부
0,00930163, ,20170630,내이처건설건축사사무소
0,00267951,013780,20170630,아큐텍
0,00935089, ,20170630,케이지코퍼레이션대부
0,00906139, ,20170630,에스제이도곡유동화전문유한회사
0,00132114,014300,20170630,선진지주
0,00804983,123160,20170630,히든챔피언제1호기업인수목적
0,00921147, ,20170630,알파그린
0,00966885, ,20170630,서진엔지니어링
0,00371175, ,20170630,일동유황온천
0,00943750, ,20170630,에이스제삼차
0,00943662, ,20170630,룩스노바
0,00937962, ,20170630,현양시스템스
0,00826505, ,20170630,캠코제칠차합작투자유동화전문유한회사
0,00941974, ,20170630,케이파이브제이차유동화전문유한회사
0,00888602, ,20170630,생각대로티제팔차유동화전문유한회사
0,00472696, ,20170630,한일전기그룹
0,00143110, ,20170630,우정건설
0,00817862, ,20170630,케이제이산업개발
0,00975050, ,20170630,대원
0,00502474,080030,20170630,동북아2호선박투자회사
0,00830669, ,20170630,용인남곡제삼차
0,00894199, ,20170630,에스엠이디
0,00933559, ,20170630,올파인즈제이차
0,00978154, ,20170630,아이비케이파워제일차
0,00930057, ,20170630,현대메디스
0,00651691, ,20170630,부산감만컨테이너터미널
0,00924621, ,20170630,룩스컴퍼니
0,00315373, ,20170630,오리온시네마네트워크
0,00860369, ,20170630,메르뱅
0,00829210, ,20170630,오씨피아시아(홍콩)리미티드
0,00992127, ,20170630,엔오아이인터내셔날
0,00451639, ,20170630,도시안
0,00946322, ,20170630,에이치비제삼차유동화전문유한회사
0,00979205, ,20170630,유니다임아시아
0,00640127, ,20170630,은강
0,00610001, ,20170630,성삼종합개발
0,00627454, ,20170630,혜안디엔씨
0,00255576, ,20170630,제일유압
0,00919629, ,20170630,성림쓰리에이통상
0,00641302, ,20170630,츠카타니코리아
0,00991173, ,20170630,MSPEMetro-InvestmentAB
0,00991216, ,20170630,그린메탈
0,00989877, ,20170630,뉴상도타운제삼차
0,00991155, ,20170630,제주오렌지
0,00994602, ,20170630,네그
0,00588881, ,20170630,홈드라마
0,00943440, ,20170630,티아이지홀딩스
0,00998714, ,20170630,동진하이테크
0,00996628, ,20170630,에이블프리미엄제일차
0,00647324, ,20170630,템피스투자자문
0,00866381, ,20170630,대성하이드로릭스
0,00897196, ,20170630,포항영일만항운영
0,00648855, ,20170630,시스타
0,00200691, ,20170630,한라마이스터
0,00930376, ,20170630,농업회사법인예본농원
