Symbol,Item Name ,2014-12-31,2015-12-31,2016-12-31,2017-12-31,2018-12-31,2019-12-31,2020-01-28
A030520,총부채(원),"23,381,323,580","36,140,308,570","42,477,655,330","320,832,689,360","343,537,234,630",,
A030520,자본금(원),"12,202,162,500","12,202,162,500","12,202,162,500","12,202,162,500","12,202,162,500",,
A030520,이익잉여금(원),"86,721,198,670","104,878,695,440","111,574,892,250","127,458,378,620","125,436,993,310",,
A030520,영업활동으로인한현금흐름(원),"48,157,074,940","30,442,595,890","20,696,533,320","42,582,062,400","60,509,218,940",,
A030520,투자활동으로인한현금흐름(원),"-34,527,281,430","-6,324,471,210","-9,741,405,700","-186,015,301,720","-50,029,887,170",,
A030520,"수정DPS(보통주,현금)(원)",260.00,400.00,200.00,300.00,200.00,,
A030520,수정주가(원),"20,200","23,400","16,550","17,950","13,000","10,000","11,650"
A030520,상장주식수 (보통+우선)(주),"23,082,211","23,082,211","23,082,211","23,082,211","23,082,211","24,440,319","24,440,319"
A101060,매출액(원),"17,074,750,420","14,577,375,500","13,698,932,050","9,649,039,810","3,126,534,250",,
A101060,영업이익(원),"29,224,685,000","23,260,805,000","21,391,439,000","-4,319,156,000","7,121,902,000",,
A101060,지배주주순이익(원),"16,565,933,670","22,545,836,920","12,617,548,850","4,810,401,990","11,354,763,660",,
A101060,총자본(원),"740,397,217,700","759,195,619,590","766,858,954,230","757,971,885,920","774,710,628,390",,
A101060,총부채(원),"118,239,680,970","122,410,829,590","138,902,624,120","110,412,916,960","105,486,973,190",,
A101060,자본금(원),"69,948,095,000","69,948,095,000","69,948,095,000","69,948,095,000","69,948,095,000",,
A101060,이익잉여금(원),"179,179,469,830","195,096,277,260","203,426,605,270","205,126,890,670","218,793,115,830",,
A101060,영업활동으로인한현금흐름(원),"61,893,120,210","14,516,129,710","46,000,733,840","5,267,366,600","35,090,912,280",,
A101060,투자활동으로인한현금흐름(원),"-8,786,757,410","-53,691,487,600","-30,376,502,000","-14,469,710,500","-6,725,858,360",,
A101060,"수정DPS(보통주,현금)(원)",25.00,25.00,25.00,,,,
A101060,수정주가(원),"4,005","3,890","2,675","3,055","2,040","2,045","2,035"
A101060,상장주식수 (보통+우선)(주),"139,896,190","139,896,190","139,896,190","139,896,190","139,896,190","139,896,190","139,896,190"
A004710,매출액(원),"562,113,480,370","519,929,470,480","467,769,600,120","584,556,918,280","517,946,789,370",,
A004710,영업이익(원),"8,600,830,230","16,469,798,180","23,240,747,810","30,456,116,780","15,559,485,110",,
A004710,지배주주순이익(원),"-15,360,709,190","27,925,506,240","-47,624,460,240","18,702,843,370","-19,987,660,880",,
A004710,총자본(원),"201,542,294,110","258,422,529,110","215,226,006,680","213,351,318,410","201,851,320,150",,
A004710,총부채(원),"206,841,734,350","282,773,777,320","296,270,442,470","290,162,000,190","311,160,539,900",,
A004710,자본금(원),"105,273,285,000","110,549,390,000","110,549,390,000","110,549,390,000","110,549,390,000",,
A004710,이익잉여금(원),"-24,094,851,590","19,629,099,250","-27,986,488,470","43,101,055,370","25,128,662,840",,
A004710,영업활동으로인한현금흐름(원),"12,122,081,850","42,248,749,190","27,919,540,860","41,648,087,610","22,350,300,130",,
A004710,투자활동으로인한현금흐름(원),"-13,849,561,570","-185,088,130","-8,133,954,440","-28,124,940,360","-46,583,178,300",,
A004710,"수정DPS(보통주,현금)(원)",,,,,,,
A004710,수정주가(원),"13,355","26,387","14,230","15,381","5,729","8,940","8,850"
A004710,상장주식수 (보통+우선)(주),"21,054,657","22,109,878","22,109,878","22,109,878","22,109,878","32,109,878","32,109,878"
A035810,매출액(원),"126,053,292,890","130,731,582,610","132,177,615,760","141,321,838,950","156,851,296,710",,
A035810,영업이익(원),"82,082,392,830","67,902,761,980","79,047,109,650","106,030,147,000","92,964,288,000",,
A035810,지배주주순이익(원),"30,462,391,080","23,269,417,290","23,137,072,680","29,762,418,810","35,705,377,450",,
A035810,총자본(원),"367,467,359,070","399,334,469,280","538,022,239,680","585,613,687,920","666,640,078,600",,
A035810,총부채(원),"1,126,935,986,500","1,181,669,038,740","971,841,962,110","895,209,344,750","1,071,682,441,640",,
A035810,자본금(원),"25,638,020,000","26,878,567,500","26,878,567,500","28,471,392,000","29,339,615,000",,
A035810,이익잉여금(원),"129,296,086,870","149,709,948,500","169,934,055,460","196,591,395,400","221,291,773,700",,
A035810,영업활동으로인한현금흐름(원),"7,990,345,190","73,754,088,130","128,782,248,200","118,818,103,550","-6,470,435,740",,
A035810,투자활동으로인한현금흐름(원),"-28,125,015,350","-55,286,758,810","-32,718,149,170","-73,847,597,120","-164,750,112,840",,
A035810,"수정DPS(보통주,현금)(원)",50.00,50.00,50.00,50.00,75.00,,
A035810,수정주가(원),"5,390","5,700","6,140","6,420","6,060","4,985","4,895"
A035810,상장주식수 (보통+우선)(주),"50,524,161","53,005,256","53,005,256","56,190,905","57,927,351","57,927,351","57,927,351"
A078020,매출액(원),"111,358,655,480","165,248,711,410","121,356,887,120","142,891,908,310","147,084,152,050",,
A078020,영업이익(원),"29,243,009,580","61,841,389,300","32,186,311,060","51,119,912,900","47,324,885,080",,
A078020,지배주주순이익(원),"22,259,571,710","48,463,536,570","24,362,146,670","38,843,777,000","34,048,438,000",,
A078020,총자본(원),"327,650,115,800","370,114,958,610","372,426,600,670","389,713,885,460","403,731,963,010",,
A078020,총부채(원),"1,640,800,543,650","2,283,835,148,430","2,296,829,490,110","2,733,714,002,490","2,772,136,483,840",,
A078020,자본금(원),"202,405,950,000","202,405,950,000","202,405,950,000","202,405,950,000","202,405,950,000",,
A078020,이익잉여금(원),"151,813,659,780","197,602,642,650","203,446,819,370","223,789,823,090","239,558,217,840",,
A078020,영업활동으로인한현금흐름(원),"-171,372,917,500","-271,915,788,130","-101,196,880,870","-104,796,611,680","181,089,962,930",,
A078020,투자활동으로인한현금흐름(원),"-2,425,978,370","-7,673,962,260","-1,081,157,180","-6,416,881,260","-13,537,327,360",,
A078020,"수정DPS(보통주,현금)(원)",73.00,510.00,515.00,485.00,485.00,,
A078020,수정주가(원),"10,200","10,600","10,650","10,800","8,860","5,600","5,100"
A078020,상장주식수 (보통+우선)(주),"40,481,190","40,481,190","40,481,190","40,481,190","40,481,190","55,481,190","55,481,190"
A052020,매출액(원),"5,476,176,950","4,699,248,670","15,263,722,130","8,460,727,630","11,073,434,410",,
A052020,영업이익(원),"-5,026,521,420","-3,718,951,820","282,570,650","-14,098,646,680","-10,637,876,100",,
A052020,지배주주순이익(원),"-9,845,736,310","-5,502,637,650","-6,267,169,470","-16,453,531,100","-10,706,791,950",,
A052020,총자본(원),"21,461,252,590","20,912,339,120","29,239,200,070","19,121,059,740","38,701,799,360",,
A052020,총부채(원),"9,704,632,980","2,452,583,320","11,535,587,530","7,336,329,120","19,913,684,090",,
A052020,자본금(원),"10,807,898,000","11,534,499,000","12,840,816,000","13,303,870,000","13,892,662,500",,
A052020,이익잉여금(원),"-31,583,398,480","-37,013,320,800","-6,762,556,690","-17,715,964,220","-17,659,446,940",,
A052020,영업활동으로인한현금흐름(원),"-2,687,838,810","-4,274,150,980","6,066,176,120","-11,381,656,010","-5,960,227,820",,
A052020,투자활동으로인한현금흐름(원),"3,302,540,260","-1,702,641,630","-6,725,386,250","-1,308,143,800","-20,383,412,250",,
A052020,"수정DPS(보통주,현금)(원)",,,,,,,
A052020,수정주가(원),"2,150","4,490","5,000","5,770","23,000","11,450","10,400"
A052020,상장주식수 (보통+우선)(주),"14,615,796","23,068,998","25,681,632","26,607,740","26,710,641","27,150,631","27,150,631"
A179900,매출액(원),"1,895,047,990","15,259,024,790","38,851,683,850","50,394,550,910","47,589,390,680",,
A179900,영업이익(원),"-12,271,428,680","-7,313,190,870","12,284,766,510","14,753,642,130","8,046,010,200",,
A179900,지배주주순이익(원),"-16,406,257,270","-6,940,573,450","12,848,562,540","10,779,136,680","6,449,398,050",,
A179900,총자본(원),"10,752,817,890","5,472,392,280","18,393,448,370","55,174,384,810","59,546,015,820",,
A179900,총부채(원),"32,208,777,520","33,361,928,140","30,305,182,530","14,938,625,280","18,185,136,020",,
A179900,자본금(원),"2,041,482,500","2,128,982,500","2,128,982,500","2,666,072,500","7,932,447,500",,
A179900,이익잉여금(원),"4,386,594,620","-2,378,034,690","10,474,834,110","21,253,970,780","26,690,261,290",,
A179900,영업활동으로인한현금흐름(원),"-9,825,794,980","-1,581,737,520","14,006,144,010","7,069,831,970","9,648,639,960",,
A179900,투자활동으로인한현금흐름(원),"-10,559,371,960","-2,755,928,500","-862,638,060","-9,426,348,000","-14,156,273,120",,
A179900,"수정DPS(보통주,현금)(원)",,,,63.76,100.00,,
A179900,수정주가(원),,,,"6,469","5,680","18,500","17,750"
A179900,상장주식수 (보통+우선)(주),,,,"5,332,145","15,864,895","15,864,895","15,864,895"
A001510,매출액(원),"172,027,803,590","204,528,901,770","180,118,917,140","207,755,095,100","209,858,996,160",,
A001510,영업이익(원),"9,510,662,870","20,239,323,030","7,869,974,070","28,488,529,400","12,920,623,050",,
A001510,지배주주순이익(원),"3,430,391,000","23,021,814,970","11,447,604,030","18,820,072,670","13,949,276,970",,
A001510,총자본(원),"384,728,598,560","411,450,377,090","415,079,410,630","436,980,895,180","541,525,200,810",,
A001510,총부채(원),"3,290,946,446,550","3,096,618,888,660","3,506,432,660,170","3,341,795,495,950","3,217,304,101,770",,
A001510,자본금(원),"162,014,842,500","162,014,842,500","162,014,842,500","162,014,842,500","238,251,342,500",,
A001510,이익잉여금(원),"106,457,326,130","129,481,162,480","140,930,468,890","159,751,426,870","174,172,493,590",,
A001510,영업활동으로인한현금흐름(원),"306,522,388,670","-44,822,020,530","-100,663,696,690","-8,069,062,350","-235,267,942,370",,
A001510,투자활동으로인한현금흐름(원),"-4,615,302,480","72,062,647,640","-1,336,482,010","-36,693,675,750","576,112,330",,
A001510,"수정DPS(보통주,현금)(원)",,,,,10.00,,
A001510,수정주가(원),828,"1,078",956,"1,078",660,607,595
A001510,상장주식수 (보통+우선)(주),"324,029,685","324,029,685","324,029,685","324,029,685","476,502,685","476,502,685","476,502,685"
A121800,매출액(원),"29,279,902,000","22,717,996,820","17,053,078,630","15,823,654,500","19,854,704,570",,
A121800,영업이익(원),"791,369,280","-2,158,028,820","-5,779,619,920","-6,446,262,860","1,159,144,030",,
A121800,지배주주순이익(원),"1,058,837,880","-4,155,029,910","-21,880,913,450","65,783,781,340","63,970,583,050",,
A121800,총자본(원),"43,410,249,920","51,045,547,720","51,048,444,210","139,893,466,270","242,328,440,090",,
A121800,총부채(원),"10,852,412,140","19,383,126,010","42,217,496,060","23,837,171,710","39,559,224,600",,
A121800,자본금(원),"5,314,100,000","6,436,713,000","8,619,001,500","10,589,346,500","12,669,783,500",,
A121800,이익잉여금(원),"27,647,429,160","23,492,399,250","1,611,485,810","67,395,267,150","131,065,847,890",,
A121800,영업활동으로인한현금흐름(원),"5,390,387,220","122,088,250","-5,591,531,200","1,551,756,430","-579,811,960",,
A121800,투자활동으로인한현금흐름(원),"-4,487,983,010","-9,724,147,810","-38,274,212,600","5,289,541,370","-23,546,380,880",,
A121800,"수정DPS(보통주,현금)(원)",,,,,,,
A121800,수정주가(원),"4,464","25,182","6,909","21,818","7,273","7,730","8,260"
A121800,상장주식수 (보통+우선)(주),"10,628,200","10,747,300","17,238,003","21,178,693","25,096,554","33,991,523","33,991,523"
A000370,매출액(원),"4,279,744,728,240","4,534,329,436,930","4,938,101,673,510","5,277,293,204,320","5,594,254,998,400",,
A000370,영업이익(원),"27,735,868,450","119,130,009,940","135,414,774,540","197,539,113,510","110,529,658,050",,
A000370,지배주주순이익(원),"12,859,169,230","95,766,791,850","111,627,788,180","147,641,935,910","81,759,590,110",,
A000370,총자본(원),"595,041,068,900","860,910,128,660","884,490,069,390","1,184,309,775,200","1,415,552,026,310",,
A000370,총부채(원),"9,736,575,765,810","10,942,467,552,640","12,398,858,102,040","13,706,244,083,860","15,318,315,284,190",,
A000370,자본금(원),"453,694,575,000","453,694,575,000","453,694,575,000","583,694,575,000","583,694,575,000",,
A000370,이익잉여금(원),"96,674,273,000","192,441,065,050","266,490,924,190","403,798,968,590","461,934,388,120",,
A000370,영업활동으로인한현금흐름(원),"917,599,314,550","331,594,136,170","516,108,341,600","938,625,011,360","710,737,078,780",,
A000370,투자활동으로인한현금흐름(원),"-846,254,621,110","-344,241,332,760","-574,753,117,280","-1,064,191,858,690","-1,222,316,899,300",,
A000370,"수정DPS(보통주,현금)(원)",,69.31,99.01,150.00,130.00,,
A000370,수정주가(원),"4,497","7,634","7,077","8,140","5,910","2,825","2,390"
A000370,상장주식수 (보통+우선)(주),"90,738,915","90,738,915","90,738,915","116,738,915","116,738,915","116,738,915","116,738,915"
A032620,매출액(원),"55,763,178,560","59,431,063,800","68,244,069,470","81,883,110,340","94,369,700,120",,
A032620,영업이익(원),"4,265,662,870","4,533,536,900","6,339,602,860","7,507,284,060","9,158,210,390",,
A032620,지배주주순이익(원),"-2,593,129,600","6,206,377,080","5,068,876,570","3,559,702,810","5,767,607,910",,
A032620,총자본(원),"39,493,983,260","45,306,717,970","46,556,332,000","46,597,082,770","104,427,993,980",,
A032620,총부채(원),"13,283,512,230","18,942,164,930","18,254,074,120","22,489,622,190","25,516,202,290",,
A032620,자본금(원),"20,143,235,000","20,143,235,000","20,143,235,000","20,143,235,000","26,098,569,500",,
A032620,이익잉여금(원),"7,443,735,990","13,195,277,950","17,311,624,400","19,644,391,100","25,232,974,590",,
A032620,영업활동으로인한현금흐름(원),"5,197,505,690","7,796,302,450","3,129,265,470","9,345,881,630","8,397,216,070",,
A032620,투자활동으로인한현금흐름(원),"-3,157,259,130","-5,301,877,460","5,168,578,030","3,142,935,410","-56,682,488,290",,
A032620,"수정DPS(보통주,현금)(원)",,30.00,30.00,30.00,35.00,,
A032620,수정주가(원),"2,625","3,625","3,505","3,650","4,400","5,740","5,340"
A032620,상장주식수 (보통+우선)(주),"40,286,470","40,286,470","40,286,470","40,286,470","52,197,139","52,197,139","52,197,139"
A001520,매출액(원),"299,405,735,000","339,748,919,140","372,771,548,200","422,674,663,510","359,248,327,080",,
A001520,영업이익(원),"24,177,015,640","35,132,695,910","7,652,441,440","6,799,802,180","717,143,000",,
A001520,지배주주순이익(원),"637,635,870,970","623,064,070,750","24,344,003,950","16,289,446,440","3,318,557,030",,
A001520,총자본(원),"374,952,922,210","959,975,999,860","862,687,591,460","851,648,583,350","834,114,956,390",,
A001520,총부채(원),"455,494,675,470","224,213,631,290","142,005,991,270","128,729,044,560","143,436,584,090",,
A001520,자본금(원),"118,277,410,000","119,615,431,000","119,855,249,500","119,855,249,500","119,855,249,500",,
A001520,이익잉여금(원),"-271,312,000,000","345,307,533,330","156,753,897,370","161,455,035,280","149,014,577,450",,
A001520,영업활동으로인한현금흐름(원),"58,039,179,710","37,567,399,640","-131,992,216,960","-7,793,062,540","23,815,633,020",,
A001520,투자활동으로인한현금흐름(원),"320,811,590,160","453,533,203,980","37,719,280,680","17,131,349,700","523,101,980",,
A001520,"수정DPS(보통주,현금)(원)",,100.00,50.00,50.00,50.00,,
A001520,수정주가(원),895,"2,770","2,985","1,985","2,070","1,435","1,165"
A001520,상장주식수 (보통+우선)(주),"236,544,406","239,220,448","239,700,085","239,700,085","239,700,085","239,700,085","239,700,085"
A080160,매출액(원),"155,222,349,210","182,242,379,390","205,831,518,130","326,120,120,990","310,858,815,110",,
A080160,영업이익(원),"16,613,040,470","16,456,721,680","20,129,901,730","33,942,609,830","16,610,715,310",,
A080160,지배주주순이익(원),"15,343,077,490","13,240,166,210","16,763,889,620","24,878,326,900","12,552,416,300",,
A080160,총자본(원),"109,077,183,100","99,666,714,430","102,653,337,880","164,447,033,120","161,190,828,230",,
A080160,총부채(원),"115,246,478,400","82,825,263,850","107,723,639,320","186,158,883,550","173,394,277,000",,
A080160,자본금(원),"6,300,000,000","6,300,000,000","6,300,000,000","9,450,000,000","9,450,000,000",,
A080160,이익잉여금(원),"78,242,959,220","85,449,417,210","97,605,543,410","116,281,274,220","120,301,853,530",,
A080160,영업활동으로인한현금흐름(원),"29,355,755,940","-2,982,448,250","31,673,613,450","38,218,981,190","34,352,231,230",,
A080160,투자활동으로인한현금흐름(원),"-44,076,425,230","-5,525,286,970","-6,119,895,770","-53,830,211,560","-18,231,988,180",,
A080160,"수정DPS(보통주,현금)(원)",340.00,260.00,400.00,450.00,350.00,,
A080160,수정주가(원),"16,142","22,478","19,310","30,500","24,100","18,200","14,700"
A080160,상장주식수 (보통+우선)(주),"12,600,000","12,600,000","12,600,000","18,900,000","18,900,000","18,900,000","18,900,000"
A214870,매출액(원),"66,063,451,370","73,464,989,280","32,877,051,360","30,603,265,790","18,563,222,890",,
A214870,영업이익(원),"3,738,089,720","4,071,629,920","-2,695,446,000","-5,995,308,200","-5,554,945,540",,
A214870,지배주주순이익(원),"2,664,102,610","3,368,749,660","-1,089,110,000","-9,115,400,000","-7,362,296,000",,
A214870,총자본(원),"18,442,329,990","35,192,972,280","33,809,930,320","37,841,680,410","31,793,619,190",,
A214870,총부채(원),"13,652,026,320","6,593,013,670","10,731,732,750","35,512,115,850","26,950,963,200",,
A214870,자본금(원),"1,100,000,000","2,963,957,000","2,963,957,000","3,520,087,500","7,277,704,000",,
A214870,이익잉여금(원),"17,342,329,990","20,711,079,650","19,321,074,230","10,205,674,460","2,843,378,790",,
A214870,영업활동으로인한현금흐름(원),"3,952,708,320","-23,902,390","2,166,670,540","-3,412,574,480","-4,888,036,130",,
A214870,투자활동으로인한현금흐름(원),"-1,003,626,130","-3,534,316,080","-10,583,937,620","-3,584,384,730","-13,301,049,440",,
A214870,"수정DPS(보통주,현금)(원)",,25.00,,,,,
A214870,수정주가(원),,"3,605","3,325","5,800","4,545","11,250","11,200"
A214870,상장주식수 (보통+우선)(주),,"5,882,914","5,882,914","7,040,175","14,555,408","24,780,651","24,780,651"
A070960,매출액(원),"133,310,554,760","176,025,119,910","209,952,932,770","209,351,156,270","181,087,609,660",,
A070960,영업이익(원),"17,200,483,070","26,430,358,770","30,374,032,410","33,497,016,890","24,562,783,310",,
A070960,지배주주순이익(원),"3,959,717,580","11,614,470,680","14,319,675,210","16,953,604,630","10,188,704,870",,
A070960,총자본(원),"301,490,946,390","312,817,855,700","396,442,087,230","408,181,173,450","414,170,558,700",,
A070960,총부채(원),"517,388,834,150","657,832,822,870","532,503,882,880","459,975,320,950","398,605,369,780",,
A070960,자본금(원),"190,000,000,000","190,000,000,000","240,666,665,000","240,666,665,000","240,666,665,000",,
A070960,이익잉여금(원),"112,390,430,860","123,713,634,520","137,718,060,300","149,471,344,550","154,567,257,150",,
A070960,영업활동으로인한현금흐름(원),"40,502,835,450","36,832,911,810","-18,994,098,070","17,809,537,340","52,504,906,330",,
A070960,투자활동으로인한현금흐름(원),"-40,702,017,290","-7,146,583,580","15,554,907,390","-61,501,444,600","-17,193,893,200",,
A070960,"수정DPS(보통주,현금)(원)",,,100.00,100.00,70.00,,
A070960,수정주가(원),,,"8,580","10,450","6,090","6,000","5,760"
A070960,상장주식수 (보통+우선)(주),,,"48,133,333","48,133,333","48,133,333","48,133,333","48,133,333"
A293780,매출액(원),,,"596,908,000","300,063,600","1,454,112,600",,
A293780,영업이익(원),,,"-954,426,000","-2,136,953,190","-3,362,017,330",,
A293780,지배주주순이익(원),,,"-844,742,000","-31,122,654,090","-4,063,031,430",,
A293780,총자본(원),,,"12,176,479,000","-31,538,291,680","18,311,650,680",,
A293780,총부채(원),,,"427,633,000","42,540,391,470","2,016,652,600",,
A293780,자본금(원),,,"390,970,000","226,000,000","4,334,200,000",,
A293780,이익잉여금(원),,,"-1,543,229,000","-31,864,165,680","-36,013,305,600",,
A293780,영업활동으로인한현금흐름(원),,,"-676,776,000","-1,790,775,580","-1,748,760,090",,
A293780,투자활동으로인한현금흐름(원),,,"-7,567,723,000","-172,043,300","-7,683,903,470",,
A293780,"수정DPS(보통주,현금)(원)",,,,,,,
A293780,수정주가(원),,,,,,"34,600","25,450"
A293780,상장주식수 (보통+우선)(주),,,,,,"10,881,733","10,881,733"
A140860,매출액(원),"13,123,424,700","17,138,176,580","20,843,229,630","28,149,183,610","36,455,567,430",,
A140860,영업이익(원),"-183,672,300","2,364,751,430","3,463,094,340","6,031,326,780","5,685,111,590",,
A140860,지배주주순이익(원),"-819,645,390","3,607,735,380","3,727,283,570","4,544,615,640","5,595,336,110",,
A140860,총자본(원),"5,620,855,800","22,602,637,920","26,426,071,980","30,559,454,090","36,114,374,680",,
A140860,총부채(원),"12,088,244,440","2,911,886,900","5,801,624,400","6,515,728,320","7,112,486,480",,
A140860,자본금(원),"2,421,777,500","3,215,577,500","3,263,427,500","3,295,527,500","3,323,027,500",,
A140860,이익잉여금(원),"2,079,478,240","5,687,213,620","9,092,939,430","13,311,212,320","18,379,264,430",,
A140860,영업활동으로인한현금흐름(원),"-318,849,870","32,528,380","237,012,880","2,659,471,220","3,935,485,600",,
A140860,투자활동으로인한현금흐름(원),"-2,098,771,680","-2,759,703,510","-381,149,560","3,349,148,460","-3,200,640,600",,
A140860,"수정DPS(보통주,현금)(원)",,50.00,50.00,80.00,100.00,,
A140860,수정주가(원),,"9,000","17,800","30,100","40,300","40,550","41,500"
A140860,상장주식수 (보통+우선)(주),,"6,431,155","6,526,855","6,591,055","6,646,055","6,665,055","6,665,055"
A014620,매출액(원),"271,381,998,840","237,732,807,170","191,398,817,130","133,488,387,620","155,160,200,050",,
A014620,영업이익(원),"53,703,535,870","22,758,036,180","2,893,929,680","-18,641,619,030","-14,507,706,710",,
A014620,지배주주순이익(원),"43,830,785,140","19,455,271,140","4,561,634,010","-16,318,802,920","-8,333,726,400",,
A014620,총자본(원),"452,053,996,830","465,517,920,580","469,067,084,290","450,362,810,640","436,026,968,310",,
A014620,총부채(원),"101,356,150,230","80,234,362,850","63,157,221,460","52,116,686,620","63,721,428,910",,
A014620,자본금(원),"14,300,000,000","14,300,000,000","14,300,000,000","14,300,000,000","14,300,000,000",,
A014620,이익잉여금(원),"444,292,026,610","460,388,625,950","463,937,789,670","445,670,408,000","431,819,685,670",,
A014620,영업활동으로인한현금흐름(원),"52,639,548,390","32,026,171,660","38,802,393,910","10,654,012,010","-22,657,459,900",,
A014620,투자활동으로인한현금흐름(원),"-11,889,112,730","-26,529,902,000","-4,949,360,310","-25,428,002,490","17,933,301,730",,
A014620,"수정DPS(보통주,현금)(원)",150.00,150.00,150.00,100.00,100.00,,
A014620,수정주가(원),"13,800","8,650","8,860","9,980","11,400","10,350","9,670"
A014620,상장주식수 (보통+우선)(주),"28,600,000","28,600,000","28,600,000","28,600,000","28,600,000","28,600,000","28,600,000"
A001500,매출액(원),"182,026,258,840","192,191,795,880","171,931,029,690","207,120,286,100","208,302,241,390",,
A001500,영업이익(원),"13,974,573,190","68,228,440,960","52,811,366,360","66,787,848,780","68,137,235,820",,
A001500,지배주주순이익(원),"6,609,883,350","50,356,524,300","39,786,675,160","50,203,994,010","50,571,912,520",,
A001500,총자본(원),"673,922,934,200","720,002,149,160","816,208,798,510","845,354,024,760","886,918,963,450",,
A001500,총부채(원),"4,918,694,007,890","5,132,569,760,460","5,070,875,399,420","6,179,802,572,800","5,799,503,803,070",,
A001500,자본금(원),"146,685,555,000","146,685,555,000","146,685,555,000","146,685,555,000","146,685,555,000",,
A001500,이익잉여금(원),"146,599,965,600","192,555,923,240","219,140,898,450","257,610,048,060","293,518,478,500",,
A001500,영업활동으로인한현금흐름(원),"-577,966,909,330","-22,677,242,870","197,916,308,870","-6,897,522,680","-48,577,369,190",,
A001500,투자활동으로인한현금흐름(원),"-11,651,050,430","-142,463,636,670","-55,334,348,480","-384,774,224,250","-79,314,865,500",,
A001500,"수정DPS(보통주,현금)(원)",150.00,450.00,400.00,400.00,450.00,,
A001500,수정주가(원),"10,150","10,000","9,500","10,900","8,630","10,050","9,420"
A001500,상장주식수 (보통+우선)(주),"29,337,111","29,337,111","29,337,111","29,337,111","29,337,111","29,337,111","29,337,111"
A033500,매출액(원),"420,798,887,080","345,919,255,630","332,654,028,170","212,626,848,870","185,329,973,820",,
A033500,영업이익(원),"25,484,865,720","20,432,384,440","13,342,349,360","-25,196,806,370","-8,528,861,130",,
A033500,지배주주순이익(원),"23,502,122,330","14,147,123,620","9,757,305,490","-30,941,916,970","-12,232,234,860",,
A033500,총자본(원),"102,967,323,310","113,310,988,500","118,460,497,190","84,140,471,750","73,936,475,550",,
A033500,총부채(원),"177,670,183,020","169,132,458,500","161,582,663,540","139,846,558,290","131,147,446,330",,
A033500,자본금(원),"13,821,804,500","13,821,804,500","13,821,804,500","13,821,804,500","13,821,804,500",,
A033500,이익잉여금(원),"48,981,554,690","59,359,209,850","65,728,212,170","32,221,090,270","19,915,876,730",,
A033500,영업활동으로인한현금흐름(원),"33,503,691,320","4,905,506,380","11,821,312,890","20,323,127,070","18,209,020,340",,
A033500,투자활동으로인한현금흐름(원),"-11,112,369,340","-4,589,627,400","-4,757,965,560","-4,360,160,910","862,712,590",,
A033500,"수정DPS(보통주,현금)(원)",130.00,130.00,130.00,,,,
A033500,수정주가(원),"7,820","4,825","5,750","5,050","7,720","10,550","10,150"
A033500,상장주식수 (보통+우선)(주),"26,983,609","26,983,609","26,983,609","26,983,609","26,983,609","26,983,609","26,983,609"
A263720,매출액(원),,"14,365,170,170","18,893,266,110","26,536,904,340","32,081,829,270",,
A263720,영업이익(원),,"2,624,917,600","3,693,827,390","5,432,589,180","5,801,455,630",,
A263720,지배주주순이익(원),,"2,122,890,180","3,011,991,040","4,536,199,330","4,917,413,310",,
A263720,총자본(원),,"3,653,116,630","6,768,873,800","31,975,445,000","36,521,649,540",,
A263720,총부채(원),,"2,544,105,330","2,863,527,530","3,771,774,960","7,118,077,610",,
A263720,자본금(원),,"100,000,000","102,600,000","6,020,671,500","6,020,671,500",,
A263720,이익잉여금(원),,"3,553,116,630","6,364,721,580","10,875,702,460","15,356,006,200",,
A263720,영업활동으로인한현금흐름(원),,"1,885,553,000","2,633,082,250","3,511,342,780","4,378,481,070",,
A263720,투자활동으로인한현금흐름(원),,"3,841,630","-2,962,498,470","-21,373,422,120","-1,541,303,580",,
A263720,"수정DPS(보통주,현금)(원)",,,,,,,
A263720,수정주가(원),,,,"7,050","14,150","19,450","22,300"
A263720,상장주식수 (보통+우선)(주),,,,"12,041,343","12,041,343","12,149,851","12,275,111"
A016450,매출액(원),"7,032,089,300","8,561,439,200","9,550,329,100","11,708,587,860","15,783,843,100",,
A016450,영업이익(원),"113,735,315,370","162,760,317,940","86,086,439,850","78,441,061,070","56,480,874,300",,
A016450,지배주주순이익(원),"34,890,857,430","52,904,752,410","15,523,141,040","31,699,161,160","-15,918,551,070",,
A016450,총자본(원),"446,263,927,000","549,245,557,350","679,999,648,610","701,223,896,080","617,737,294,240",,
A016450,총부채(원),"675,055,075,630","886,895,297,200","1,060,589,594,760","992,421,144,330","1,060,579,092,510",,
A016450,자본금(원),"20,000,000,000","20,000,000,000","20,000,000,000","20,000,000,000","20,000,000,000",,
A016450,이익잉여금(원),"179,696,077,720","226,834,638,340","236,852,017,130","263,535,393,290","243,149,365,850",,
A016450,영업활동으로인한현금흐름(원),"112,366,353,850","41,777,606,500","84,300,553,260","95,788,828,200","14,516,765,870",,
A016450,투자활동으로인한현금흐름(원),"-110,186,178,560","-82,705,358,600","-67,180,657,010","-172,659,665,360","-27,603,382,790",,
A016450,"수정DPS(보통주,현금)(원)",100.00,120.00,160.00,220.00,220.00,,
A016450,수정주가(원),"12,350","25,100","10,400","10,750","8,010","7,380","6,840"
A016450,상장주식수 (보통+우선)(주),"40,000,000","40,000,000","40,000,000","40,000,000","40,000,000","40,000,000","40,000,000"
